dataset,model_key,model,variant,n_items,llm_mean,llm_median,llm_consensus_rate,st_mean,st_median,st_success_rate,agreement_rate,both_success_rate,neither_success_rate,eval_file,source,is_completed,import_method
javascript250,deepseek_v31,DeepSeek-V3.1,dead_code,250,0.6928,0.9,0.688,0.32674047877639534,0.30304424464702606,0.18,0.476,0.172,0.304,evaluation/javascript250/deepseek-v3.1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,deepseek_v31,DeepSeek-V3.1,encryption,250,0.5824,0.8,0.568,0.2805693432241678,0.267724946141243,0.1,0.516,0.092,0.424,evaluation/javascript250/deepseek-v3.1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,deepseek_r1,DeepSeek-R1,with_comments,250,0.8583999999999999,1.0,0.872,0.45017012929916383,0.45234957337379456,0.392,0.456,0.36,0.096,evaluation/javascript250/deepseek-r1_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,deepseek_r1,DeepSeek-R1,without_comments,250,0.8695999999999999,1.0,0.9,0.4558605555891991,0.4611278623342514,0.4,0.452,0.376,0.076,evaluation/javascript250/deepseek-r1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,deepseek_r1,DeepSeek-R1,renaming,250,0.8383999999999999,1.0,0.848,0.4282751417458057,0.42779433727264404,0.348,0.436,0.316,0.12,evaluation/javascript250/deepseek-r1_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,deepseek_r1,DeepSeek-R1,dead_code,250,0.806,1.0,0.824,0.39817371740937235,0.38529036939144135,0.272,0.416,0.256,0.16,evaluation/javascript250/deepseek-r1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,deepseek_r1,DeepSeek-R1,encryption,250,0.7144000000000001,1.0,0.724,0.344839293576777,0.331210657954216,0.216,0.468,0.204,0.264,evaluation/javascript250/deepseek-r1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,with_comments,250,0.844,1.0,0.856,0.0,0.0,0.0,0.144,0.0,0.144,evaluation/javascript250/DeepseekV4Pro_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,without_comments,250,0.8504,1.0,0.856,0.0,0.0,0.0,0.144,0.0,0.144,evaluation/javascript250/DeepseekV4Pro_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,renaming,250,0.7764,1.0,0.788,0.0,0.0,0.0,0.212,0.0,0.212,evaluation/javascript250/DeepseekV4Pro_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,dead_code,250,0.7144000000000001,1.0,0.716,0.0,0.0,0.0,0.284,0.0,0.284,evaluation/javascript250/DeepseekV4Pro_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,encryption,250,0.5936000000000001,0.8500000000000001,0.584,0.0,0.0,0.0,0.416,0.0,0.416,evaluation/javascript250/DeepseekV4Pro_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,qwencoder32b,Qwen2.5-Coder-32B,with_comments,250,0.7588,1.0,0.756,0.40286385947465897,0.3990405946969986,0.272,0.468,0.248,0.22,evaluation/javascript250/qwencoder32B_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,qwencoder32b,Qwen2.5-Coder-32B,without_comments,250,0.7647999999999999,1.0,0.776,0.4066444147825241,0.4020153731107712,0.264,0.472,0.256,0.216,evaluation/javascript250/qwencoder32B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,qwencoder32b,Qwen2.5-Coder-32B,renaming,250,0.6864,0.9,0.68,0.3592439523041248,0.3340422660112381,0.192,0.464,0.168,0.296,evaluation/javascript250/qwencoder32B_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,qwencoder32b,Qwen2.5-Coder-32B,dead_code,250,0.4292,0.2,0.412,0.242581977494061,0.21129514276981354,0.068,0.648,0.064,0.584,evaluation/javascript250/qwencoder32B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,qwencoder32b,Qwen2.5-Coder-32B,encryption,250,0.34079999999999994,0.1,0.32,0.21901794160157442,0.1986386775970459,0.052,0.724,0.048,0.676,evaluation/javascript250/qwencoder32B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,qwen37_plus,Qwen3.7-plus,with_comments,250,0.876,1.0,0.892,0.4250810942351818,0.42349326610565186,0.348,0.448,0.344,0.104,evaluation/javascript250/Qwen37Plus_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,qwen37_plus,Qwen3.7-plus,without_comments,250,0.8792000000000001,1.0,0.9,0.42374485469609496,0.4245259463787079,0.34,0.416,0.328,0.088,evaluation/javascript250/Qwen37Plus_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,qwen37_plus,Qwen3.7-plus,renaming,250,0.8532000000000001,1.0,0.864,0.41790698598697784,0.42308303713798523,0.36,0.464,0.344,0.12,evaluation/javascript250/Qwen37Plus_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,qwen37_plus,Qwen3.7-plus,dead_code,250,0.8164000000000001,1.0,0.82,0.3855581993609667,0.37785013020038605,0.24,0.404,0.232,0.172,evaluation/javascript250/Qwen37Plus_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,qwen37_plus,Qwen3.7-plus,encryption,250,0.7084000000000001,1.0,0.716,0.33409268277511,0.3181244134902954,0.168,0.436,0.16,0.276,evaluation/javascript250/Qwen37Plus_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,claude_sonnet_5,Claude Sonnet 5,with_comments,250,0.8456,1.0,0.852,0.39703726514428855,0.40084411203861237,0.288,0.396,0.268,0.128,evaluation/javascript250/ClaudeSonnet5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,claude_sonnet_5,Claude Sonnet 5,without_comments,250,0.8524,1.0,0.864,0.39973224651813505,0.4075143337249756,0.272,0.392,0.264,0.128,evaluation/javascript250/ClaudeSonnet5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,claude_sonnet_5,Claude Sonnet 5,renaming,250,0.816,1.0,0.84,0.357773186147213,0.3427855372428894,0.228,0.38,0.224,0.156,evaluation/javascript250/ClaudeSonnet5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,claude_sonnet_5,Claude Sonnet 5,dead_code,250,0.7624,1.0,0.764,0.2887747467160225,0.27456438541412354,0.108,0.336,0.104,0.232,evaluation/javascript250/ClaudeSonnet5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,claude_sonnet_5,Claude Sonnet 5,encryption,250,0.6328,0.9,0.632,0.24675706201791764,0.220701701939106,0.044,0.412,0.044,0.368,evaluation/javascript250/ClaudeSonnet5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,glm5,GLM-5,with_comments,250,0.9024,1.0,0.924,0.4638030400276184,0.4733441025018692,0.44,0.484,0.424,0.06,evaluation/javascript250/GLM5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,glm5,GLM-5,without_comments,250,0.8944,1.0,0.916,0.461894279897213,0.4803415685892105,0.44,0.508,0.432,0.076,evaluation/javascript250/GLM5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,glm5,GLM-5,renaming,250,0.8947999999999999,1.0,0.908,0.43396747756004334,0.4171662777662277,0.384,0.468,0.38,0.088,evaluation/javascript250/GLM5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,glm5,GLM-5,dead_code,250,0.8724000000000001,1.0,0.892,0.4282768176496029,0.42223913967609406,0.336,0.428,0.328,0.1,evaluation/javascript250/GLM5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,glm5,GLM-5,encryption,250,0.8288,1.0,0.84,0.37510365138947965,0.38541869819164276,0.276,0.428,0.272,0.156,evaluation/javascript250/GLM5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,kimi_k25,Kimi-K2.7,with_comments,250,0.9087999999999999,1.0,0.92,0.44442137584090236,0.4517778009176254,0.376,0.4,0.348,0.052,evaluation/javascript250/KimiK25_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,kimi_k25,Kimi-K2.7,without_comments,250,0.912,1.0,0.924,0.44705090230703354,0.4448099434375763,0.38,0.44,0.372,0.068,evaluation/javascript250/KimiK25_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,kimi_k25,Kimi-K2.7,renaming,250,0.892,1.0,0.904,0.41958311253786085,0.4246072918176651,0.292,0.364,0.28,0.084,evaluation/javascript250/KimiK25_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,kimi_k25,Kimi-K2.7,dead_code,250,0.8687999999999999,1.0,0.884,0.38237613974511625,0.3746480792760849,0.24,0.348,0.236,0.112,evaluation/javascript250/KimiK25_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,kimi_k25,Kimi-K2.7,encryption,250,0.7804000000000001,1.0,0.784,0.3231608116850257,0.30627278983592987,0.172,0.372,0.164,0.208,evaluation/javascript250/KimiK25_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript250,gpt5,GPT-5.4-mini,with_comments,250,0.7652,1.0,0.772,0.3250643614064902,0.3042243719100952,0.228,0.408,0.204,0.204,evaluation/javascript250/GPT5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript250,gpt5,GPT-5.4-mini,without_comments,250,0.798,1.0,0.816,0.3308052167352289,0.3302994519472122,0.2,0.344,0.18,0.164,evaluation/javascript250/GPT5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript250,gpt5,GPT-5.4-mini,renaming,250,0.6532,0.9,0.64,0.25492866899631916,0.24082332104444504,0.108,0.412,0.08,0.332,evaluation/javascript250/GPT5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript250,gpt5,GPT-5.4-mini,dead_code,250,0.3668,0.1,0.364,0.1678107018787414,0.14562297612428665,0.032,0.66,0.028,0.632,evaluation/javascript250/GPT5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript250,gpt5,GPT-5.4-mini,encryption,250,0.2912,0.0,0.284,0.11781881614401936,0.09646454453468323,0.008,0.724,0.008,0.716,evaluation/javascript250/GPT5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,gpt4o,GPT-4o,with_comments,454,0.7825991189427314,1.0,0.7907488986784141,0.6516134083796178,0.668554276227951,0.920704845814978,0.8127753303964758,0.762114537444934,0.05066079295154185,evaluation/javascript454/GPT4o_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,gpt4o,GPT-4o,without_comments,454,0.7830396475770927,1.0,0.7819383259911894,0.6537556165115423,0.6674033105373383,0.9251101321585903,0.7907488986784141,0.748898678414097,0.04185022026431718,evaluation/javascript454/GPT4o_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,gpt4o,GPT-4o,renaming,454,0.7515418502202644,1.0,0.7444933920704846,0.6533307849310568,0.6639668941497803,0.9052863436123348,0.7731277533039648,0.711453744493392,0.06167400881057269,evaluation/javascript454/GPT4o_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,gpt4o,GPT-4o,dead_code,454,0.7680616740088106,1.0,0.7599118942731278,0.620030696105852,0.6364492177963257,0.8237885462555066,0.751101321585903,0.6674008810572687,0.08370044052863436,evaluation/javascript454/GPT4o_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,gpt4o,GPT-4o,encryption,89,0.69438202247191,0.8,0.7078651685393258,0.5328799278548594,0.529306948184967,0.5617977528089888,0.651685393258427,0.4606741573033708,0.19101123595505617,evaluation/javascript454/GPT4o_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,gpt35,GPT-3.5-turbo,with_comments,454,0.75,1.0,0.762114537444934,0.6719051117020032,0.6874630153179169,0.9449339207048458,0.76431718061674,0.73568281938326,0.028634361233480177,evaluation/javascript454/GPT3.5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,gpt35,GPT-3.5-turbo,without_comments,454,0.7533039647577093,1.0,0.76431718061674,0.6700996090924687,0.6826093196868896,0.9427312775330396,0.76431718061674,0.73568281938326,0.028634361233480177,evaluation/javascript454/GPT3.5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,gpt35,GPT-3.5-turbo,renaming,454,0.7090308370044053,0.9,0.7158590308370044,0.6454309626822955,0.6641359925270081,0.9030837004405287,0.7290748898678414,0.6740088105726872,0.05506607929515418,evaluation/javascript454/GPT3.5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,gpt35,GPT-3.5-turbo,dead_code,454,0.6651982378854625,0.8,0.6585903083700441,0.6237017004401936,0.6447116136550903,0.8325991189427313,0.711453744493392,0.6013215859030837,0.11013215859030837,evaluation/javascript454/GPT3.5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,gpt35,GPT-3.5-turbo,encryption,89,0.37865168539325844,0.3,0.3595505617977528,0.44053089735883005,0.43833544850349426,0.38202247191011235,0.8651685393258427,0.30337078651685395,0.5617977528089888,evaluation/javascript454/GPT3.5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,o4mini,O4-mini,with_comments,454,0.7493392070484582,0.95,0.7599118942731278,0.6585754453151237,0.6757912933826447,0.9118942731277533,0.7951541850220264,0.7334801762114538,0.06167400881057269,evaluation/javascript454/O4-mini_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,o4mini,O4-mini,without_comments,454,0.7662995594713657,0.95,0.7841409691629956,0.6593340711118366,0.6768724620342255,0.9185022026431718,0.8039647577092511,0.7533039647577092,0.05066079295154185,evaluation/javascript454/O4-mini_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,o4mini,O4-mini,renaming,454,0.7557268722466961,0.9,0.7687224669603524,0.652383265713238,0.6718640327453613,0.9030837004405287,0.7819383259911894,0.7268722466960352,0.05506607929515418,evaluation/javascript454/O4-mini_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,o4mini,O4-mini,dead_code,454,0.7616740088105726,1.0,0.7665198237885462,0.6039474737801741,0.6173002123832703,0.8083700440528634,0.7422907488986784,0.6585903083700441,0.08370044052863436,evaluation/javascript454/O4-mini_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,o4mini,O4-mini,encryption,89,0.6651685393258427,0.8,0.6629213483146067,0.5113800102740191,0.5126690864562988,0.5393258426966292,0.6966292134831461,0.449438202247191,0.24719101123595505,evaluation/javascript454/O4-mini_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,gemini,Gemini-3-preview,with_comments,454,0.5008810572687225,0.4,0.4955947136563877,0.4873627391561767,0.5220279693603516,0.5506607929515418,0.6277533039647577,0.3370044052863436,0.2907488986784141,evaluation/javascript454/Gemini_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,gemini,Gemini-3-preview,without_comments,454,0.4704845814977974,0.3,0.4669603524229075,0.482094689716466,0.5198558568954468,0.5484581497797357,0.579295154185022,0.2973568281938326,0.28193832599118945,evaluation/javascript454/Gemini_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,gemini,Gemini-3-preview,renaming,454,0.38744493392070484,0.0,0.3920704845814978,0.4256635448835905,0.45336417853832245,0.3964757709251101,0.6651982378854625,0.22687224669603523,0.43832599118942733,evaluation/javascript454/Gemini_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,gemini,Gemini-3-preview,dead_code,454,0.236784140969163,0.0,0.2356828193832599,0.36129801955467933,0.31371617317199707,0.2973568281938326,0.7709251101321586,0.15198237885462554,0.6189427312775331,evaluation/javascript454/Gemini_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,gemini,Gemini-3-preview,encryption,89,0.17078651685393256,0.0,0.15730337078651685,0.3812218529454778,0.35642915964126587,0.2247191011235955,0.797752808988764,0.0898876404494382,0.7078651685393258,evaluation/javascript454/Gemini_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,llama70b,Llama-70B,with_comments,454,0.7504405286343613,1.0,0.7533039647577092,0.6773633393684673,0.6967812180519104,0.9162995594713657,0.775330396475771,0.7224669603524229,0.05286343612334802,evaluation/javascript454/llama70B_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,llama70b,Llama-70B,without_comments,454,0.7526431718061675,1.0,0.7599118942731278,0.6786310996056129,0.6949777901172638,0.9185022026431718,0.775330396475771,0.7268722466960352,0.048458149779735685,evaluation/javascript454/llama70B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,llama70b,Llama-70B,renaming,454,0.7066079295154185,0.9,0.7136563876651982,0.6667318904222633,0.6849342286586761,0.8876651982378855,0.7422907488986784,0.6718061674008811,0.07048458149779736,evaluation/javascript454/llama70B_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,llama70b,Llama-70B,dead_code,454,0.5301762114537445,0.6,0.5220264317180616,0.5418628892053067,0.5713660717010498,0.6255506607929515,0.7599118942731278,0.45374449339207046,0.30616740088105726,evaluation/javascript454/llama70B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,llama70b,Llama-70B,encryption,89,0.2,0.0,0.16853932584269662,0.3534743651915132,0.29542937874794006,0.23595505617977527,0.8876404494382022,0.14606741573033707,0.7415730337078652,evaluation/javascript454/llama70B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,mistral,Mistral,with_comments,454,0.7376651982378856,1.0,0.7290748898678414,0.6477345571512693,0.6601143181324005,0.8964757709251101,0.7533039647577092,0.6894273127753304,0.06387665198237885,evaluation/javascript454/mistral_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,mistral,Mistral,without_comments,454,0.7323788546255506,1.0,0.73568281938326,0.6514700503798309,0.6611067354679108,0.8986784140969163,0.748898678414097,0.6916299559471366,0.05726872246696035,evaluation/javascript454/mistral_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,mistral,Mistral,renaming,454,0.6863436123348018,0.9,0.698237885462555,0.6473271003903797,0.6575362980365753,0.8854625550660793,0.7290748898678414,0.6563876651982379,0.07268722466960352,evaluation/javascript454/mistral_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,mistral,Mistral,dead_code,454,0.6938325991189427,0.9,0.6806167400881057,0.5758342163284444,0.6049066483974457,0.7158590308370044,0.6387665198237885,0.5176211453744494,0.1211453744493392,evaluation/javascript454/mistral_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,mistral,Mistral,encryption,89,0.5033707865168539,0.4,0.48314606741573035,0.41155228081546474,0.3885790705680847,0.3258426966292135,0.7078651685393258,0.25842696629213485,0.449438202247191,evaluation/javascript454/mistral_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,deepseek_v31,DeepSeek-V3.1,with_comments,454,0.7788546255506609,1.0,0.7797356828193832,0.6624166413747792,0.676996260881424,0.9317180616740088,0.7951541850220264,0.7533039647577092,0.04185022026431718,evaluation/javascript454/deepseek-v3.1_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,deepseek_v31,DeepSeek-V3.1,without_comments,454,0.7786343612334803,1.0,0.7709251101321586,0.6595176076311372,0.6742959916591644,0.920704845814978,0.7929515418502202,0.7422907488986784,0.05066079295154185,evaluation/javascript454/deepseek-v3.1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,deepseek_v31,DeepSeek-V3.1,renaming,454,0.7552863436123347,1.0,0.748898678414097,0.655722135226632,0.6723698079586029,0.9052863436123348,0.7599118942731278,0.7070484581497798,0.05286343612334802,evaluation/javascript454/deepseek-v3.1_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,deepseek_v31,DeepSeek-V3.1,dead_code,454,0.7755506607929515,1.0,0.7841409691629956,0.6312463798843292,0.6502857208251953,0.8744493392070485,0.7863436123348018,0.7224669603524229,0.06387665198237885,evaluation/javascript454/deepseek-v3.1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,deepseek_v31,DeepSeek-V3.1,encryption,89,0.7213483146067416,0.9,0.7303370786516854,0.5921497730056892,0.6396427154541016,0.7415730337078652,0.7415730337078652,0.6067415730337079,0.1348314606741573,evaluation/javascript454/deepseek-v3.1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,deepseek_r1,DeepSeek-R1,with_comments,454,0.7678414096916301,1.0,0.7709251101321586,0.6373086347847783,0.646775484085083,0.8942731277533039,0.775330396475771,0.7202643171806168,0.05506607929515418,evaluation/javascript454/deepseek-r1_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,deepseek_r1,DeepSeek-R1,without_comments,454,0.7389867841409692,1.0,0.7400881057268722,0.6326813200562535,0.6470876634120941,0.8854625550660793,0.73568281938326,0.6806167400881057,0.05506607929515418,evaluation/javascript454/deepseek-r1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,deepseek_r1,DeepSeek-R1,renaming,454,0.7502202643171807,1.0,0.7599118942731278,0.6284473085784177,0.6451643109321594,0.8722466960352423,0.7731277533039648,0.7026431718061674,0.07048458149779736,evaluation/javascript454/deepseek-r1_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,deepseek_r1,DeepSeek-R1,dead_code,454,0.7638766519823789,1.0,0.775330396475771,0.5932123177574069,0.6142250597476959,0.76431718061674,0.7422907488986784,0.6409691629955947,0.1013215859030837,evaluation/javascript454/deepseek-r1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,deepseek_r1,DeepSeek-R1,encryption,89,0.698876404494382,0.9,0.6966292134831461,0.5644251997216364,0.5839831829071045,0.6741573033707865,0.6853932584269663,0.5280898876404494,0.15730337078651685,evaluation/javascript454/deepseek-r1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,with_comments,454,0.7607929515418501,1.0,0.7687224669603524,0.0,0.0,0.0,0.23127753303964757,0.0,0.23127753303964757,evaluation/javascript454/DeepseekV4Pro_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,without_comments,454,0.7603524229074891,1.0,0.762114537444934,0.0,0.0,0.0,0.23788546255506607,0.0,0.23788546255506607,evaluation/javascript454/DeepseekV4Pro_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,renaming,454,0.756387665198238,1.0,0.76431718061674,0.0,0.0,0.0,0.2356828193832599,0.0,0.2356828193832599,evaluation/javascript454/DeepseekV4Pro_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,dead_code,454,0.7647577092511014,1.0,0.7709251101321586,0.0,0.0,0.0,0.2290748898678414,0.0,0.2290748898678414,evaluation/javascript454/DeepseekV4Pro_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,encryption,89,0.7337078651685393,0.9,0.7078651685393258,0.0,0.0,0.0,0.29213483146067415,0.0,0.29213483146067415,evaluation/javascript454/DeepseekV4Pro_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,qwencoder32b,Qwen2.5-Coder-32B,with_comments,454,0.7839207048458149,1.0,0.7863436123348018,0.6636945446419821,0.6777088046073914,0.9162995594713657,0.7731277533039648,0.737885462555066,0.03524229074889868,evaluation/javascript454/qwencoder32B_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,qwencoder32b,Qwen2.5-Coder-32B,without_comments,454,0.7894273127753305,1.0,0.7973568281938326,0.6634908625732959,0.6748569011688232,0.9140969162995595,0.7687224669603524,0.7400881057268722,0.028634361233480177,evaluation/javascript454/qwencoder32B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,qwencoder32b,Qwen2.5-Coder-32B,renaming,454,0.6938325991189427,1.0,0.6784140969162996,0.6469687179781267,0.664352536201477,0.8568281938325991,0.7026431718061674,0.6189427312775331,0.08370044052863436,evaluation/javascript454/qwencoder32B_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,qwencoder32b,Qwen2.5-Coder-32B,dead_code,454,0.6640969162995595,0.8,0.6629955947136564,0.5761542312702418,0.6015762090682983,0.6960352422907489,0.6894273127753304,0.5242290748898678,0.16519823788546256,evaluation/javascript454/qwencoder32B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,qwencoder32b,Qwen2.5-Coder-32B,encryption,89,0.5370786516853933,0.6,0.5617977528089888,0.5134819612074434,0.5273951292037964,0.5617977528089888,0.7528089887640449,0.43820224719101125,0.3146067415730337,evaluation/javascript454/qwencoder32B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,qwen37_plus,Qwen3.7-plus,with_comments,454,0.7689427312775331,1.0,0.7665198237885462,0.6217695536473479,0.6635951697826385,0.8612334801762115,0.7951541850220264,0.711453744493392,0.08370044052863436,evaluation/javascript454/Qwen37Plus_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,qwen37_plus,Qwen3.7-plus,without_comments,454,0.7535242290748899,1.0,0.7555066079295154,0.6177914852095924,0.6595840454101562,0.8634361233480177,0.7907488986784141,0.7048458149779736,0.08590308370044053,evaluation/javascript454/Qwen37Plus_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,qwen37_plus,Qwen3.7-plus,renaming,454,0.7436123348017621,1.0,0.76431718061674,0.6343434637633977,0.6663532555103302,0.8634361233480177,0.7731277533039648,0.7004405286343612,0.07268722466960352,evaluation/javascript454/Qwen37Plus_Results/combined_results_Variable_Renaming_Description.json,direct,false,
javascript454,qwen37_plus,Qwen3.7-plus,dead_code,454,0.7812775330396475,1.0,0.7863436123348018,0.6362504500081344,0.6641756296157837,0.8568281938325991,0.775330396475771,0.7092511013215859,0.06607929515418502,evaluation/javascript454/Qwen37Plus_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
javascript454,qwen37_plus,Qwen3.7-plus,encryption,89,0.7415730337078652,1.0,0.7415730337078652,0.5952990326318848,0.6058720946311951,0.7303370786516854,0.6741573033707865,0.5730337078651685,0.10112359550561797,evaluation/javascript454/Qwen37Plus_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
javascript454,claude_sonnet_5,Claude Sonnet 5,with_comments,454,0.7770925110132159,1.0,0.7709251101321586,0.6379335788837613,0.6542592644691467,0.9074889867841409,0.775330396475771,0.7268722466960352,0.048458149779735685,evaluation/javascript454/ClaudeSonnet5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
javascript454,claude_sonnet_5,Claude Sonnet 5,without_comments,454,0.7823788546255507,1.0,0.7907488986784141,0.6395270159459849,0.6542551517486572,0.9162995594713657,0.7995594713656388,0.7533039647577092,0.046255506607929514,evaluation/javascript454/ClaudeSonnet5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
javascript454,claude_sonnet_5,Claude Sonnet 5,renaming,454,0.776431718061674,1.0,0.7797356828193832,0.6257925441874281,0.6397716701030731,0.8678414096916299,0.788546255506608,0.7180616740088106,0.07048458149779736,evaluation/javascript454/ClaudeSonnet5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
